,Sensor kas 4 L (073) - Absolute Humidity (g/m3) - averages,Sensor kas 4 L (073) - Dewpoint (°C) - averages,Sensor kas 4 L (073) - Humidity (%) - averages,Sensor kas 4 L (073) - Humidity Deficit (g/m3) - averages,Sensor kas 4 L (073) - Temperature (°C) - averages,luwe zijde raamstand - %  (afd 4) - Percentage (%) - averages,wind zijde raamstand - %  (afd 4) - Percentage (%) - averages,verwarmingstemp: ber - °C  (afd 4) - Temperature (°C) - averages,ventilatietemp: ber  - °C  (afd 4) - Temperature (°C) - averages,vochtdeficit - g/m³  (afd 4) - Humidity deficit (g/m3) - averages,PAR Sensor (13D) - PAR (μmol m−2 s−1) - averages
2020-08-13 02:00:00,16.4,19.4,72.7,6.1,24.6,91.7,34.5,15,22,5.6,0
2020-08-13 03:00:00,16.6,19.6,73.7,5.9,24.6,91.7,36.6,15,22,5.26,0
2020-08-13 04:00:00,16.6,19.6,75.2,5.5,24.2,77.2,14.2,15,22.3,4.72,0
2020-08-13 05:00:00,15.6,18.5,74.8,5.2,23.2,50.5,0,15.4,22,4.67,0
2020-08-13 06:00:00,15.5,18.4,75.8,4.9,22.9,41.3,0,16.4,22,4.46,4.84
2020-08-13 07:00:00,15.3,18.3,70.3,6.5,24.1,59.6,2.6,17,22,6.23,33.25
2020-08-13 08:00:00,16.6,19.8,60.7,10.8,28.1,95.5,37.2,17,22,9.27,92.45
2020-08-13 09:00:00,18.7,22,52.2,17.2,33.1,96,91.4,17,22,13.38,117.55
2020-08-13 10:00:00,19.3,22.5,53.9,16.5,33.1,96,96,17,22,16.46,42.38
2020-08-13 11:00:00,20.3,23.4,51.1,19.4,35.1,96,96,17.9,22,19.77,52.11
2020-08-13 12:00:00,20.5,23.7,49.7,20.8,35.8,96,96,18,22,20.76,58.33
2020-08-13 13:00:00,20.7,23.9,48.3,22.2,36.6,96,96,18,22,22.3,59.17
2020-08-13 14:00:00,20.9,24,47.2,23.4,37.2,96,96,18,22,23.82,61.65
2020-08-13 15:00:00,20.7,23.9,45.8,24.5,37.6,96,96,18,22,24.62,56.74
2020-08-13 16:00:00,20.5,23.8,45.4,24.7,37.6,96,96,17.2,22,24.75,50.72
2020-08-13 17:00:00,20,23.3,48.1,21.8,36,96,96,15.4,22,20.91,75.4
2020-08-13 18:00:00,18.2,21.5,52.3,16.6,32.6,96,96,15,22,16.04,47.11
2020-08-13 19:00:00,17.2,20.4,56.8,13.1,29.9,96,96,15,22,12.82,19.97
2020-08-13 20:00:00,16.7,19.9,60.7,10.9,28.3,96,96,15,22,10.29,5.37
2020-08-13 21:00:00,16.9,20,67.7,8.1,26.5,96,96,15,22,7.42,0.18
2020-08-13 22:00:00,17.2,20.2,73,6.4,25.4,96,80.8,15,22,5.67,0
2020-08-13 23:00:00,17.4,20.4,75.8,5.6,25,76.4,48.9,15,22,4.79,0
2020-08-14 00:00:00,17.4,20.4,76.7,5.3,24.8,59.8,5.5,15,22,4.48,0
2020-08-14 01:00:00,17.7,20.6,77.8,5,24.8,60.9,10.8,15,22,4.12,0
2020-08-14 02:00:00,17.5,20.4,78.7,4.7,24.4,61.4,0.3,15,22,3.76,0
2020-08-14 03:00:00,17.2,20.1,78.8,4.6,24,67.9,1.3,15,22,3.61,0
2020-08-14 04:00:00,16.9,19.9,79.2,4.4,23.7,54,0,15,22.2,3.36,0
2020-08-14 05:00:00,16,18.9,77.5,4.6,23.1,39.3,0,15.4,22,3.76,0
2020-08-14 06:00:00,15.6,18.5,77,4.7,22.7,34.8,0,16.4,22,4.05,2.59
2020-08-14 07:00:00,15.9,18.9,76.2,5,23.3,41.3,0,17,22,4.19,22.45
2020-08-14 08:00:00,17.3,20.3,72.2,6.7,25.7,79.3,12.3,17,22,5.46,75.73
2020-08-14 09:00:00,19.4,22.4,65.1,10.5,29.7,96,76.4,17,22,8.12,129.75
2020-08-14 10:00:00,21.1,23.9,62.9,12.5,31.9,96,96,17,22,11.93,42.03
2020-08-14 11:00:00,19.5,22.5,61.7,12.2,30.8,96,96,17.9,22,10.48,75.65
2020-08-14 12:00:00,19,22,62.7,11.4,30,88.9,88.2,18,22,9.18,122.24
2020-08-14 13:00:00,20.2,23.1,61.8,12.5,31.3,84.3,82.8,18,22,10.13,98.83
2020-08-14 14:00:00,20.1,22.9,69.5,8.8,29.1,27.7,15.6,18,22,6.94,121.7
2020-08-14 15:00:00,21.2,24.1,60.4,14.2,32.8,95.5,93,18,22,12.01,110.09
2020-08-14 16:00:00,19.6,22.7,56.8,15.1,32.4,87.8,86.7,17.2,22,12.95,32.75
2020-08-14 17:00:00,18.8,21.7,75.6,6.1,26.4,17,4.1,15.4,22,3.3,70.35
2020-08-14 18:00:00,19.2,22.1,72.9,7.1,27.4,67.8,4.2,15,22,3.42,100.17
2020-08-14 19:00:00,17.9,20.9,77.1,5.3,25.2,62.4,0,15,22,2.69,28.09
2020-08-14 20:00:00,17,19.9,81.3,3.9,23.3,45.8,0,15,22,1.95,8.46
2020-08-14 21:00:00,16.9,19.7,85.1,2.9,22.3,24.9,0,15,22,1.57,0.36
2020-08-14 22:00:00,17.2,20.1,87,2.6,22.3,18.4,0,15,22,1.5,0
2020-08-14 23:00:00,17.4,20.2,87.2,2.6,22.5,17,0,15,22,1.53,0
2020-08-15 00:00:00,17.3,20.1,87,2.6,22.4,14.4,0,15,22,1.45,0
2020-08-15 01:00:00,17.2,20.1,87.3,2.5,22.3,11.6,0,15,22,1.4,0
2020-08-15 02:00:00,17.2,20,87.4,2.5,22.2,7.9,0,15,22,1.4,0
2020-08-15 03:00:00,17.2,20.1,87.9,2.4,22.2,6,0,15,22,1.49,0
2020-08-15 04:00:00,17.2,20,88,2.4,22.1,5.2,0,15,22.2,1.46,0
2020-08-15 05:00:00,17,19.8,88.3,2.3,21.8,5,0,15.4,22,1.3,0
2020-08-15 06:00:00,16.9,19.8,88.8,2.1,21.7,5,0,16.4,22,1.27,1.25
2020-08-15 07:00:00,17.3,20.1,88.9,2.2,22.1,5.3,0,17,22,1.35,11.13
2020-08-15 08:00:00,17.6,20.5,86.9,2.7,22.8,9.8,0,17,22,1.94,20.65
2020-08-15 09:00:00,17.8,20.7,82.7,3.8,23.9,24.8,0,17,22,2.83,44.64
2020-08-15 10:00:00,18.1,21.1,76.1,5.7,25.6,61.5,0,17,22,4.5,83.66
2020-08-15 11:00:00,18.2,21.2,72.1,7.1,26.7,91.4,6.2,17.9,22,5.54,108.55
2020-08-15 12:00:00,19.2,22.3,64.5,10.6,29.7,95.5,79.2,18,22,9.56,96.13
2020-08-15 13:00:00,19.5,22.5,63.1,11.4,30.3,96,96,18,22,11.3,44.18
2020-08-15 14:00:00,19.9,23,56.5,15.4,32.8,96,96,18,22,14.37,102.39
2020-08-15 15:00:00,20.5,23.6,55.6,16.4,33.7,96,96,18,22,15.55,79.52
2020-08-15 16:00:00,20.3,23.3,55.4,16.3,33.5,96,96,17.2,22,15.96,60.35
2020-08-15 17:00:00,19,22.3,54.5,15.9,32.6,96,96,15.4,22,12.81,207.68
2020-08-15 18:00:00,18.9,22.2,53.3,16.6,32.9,96,96,15,22,13.03,130.62
2020-08-15 19:00:00,17.1,20.3,56.7,13.1,29.9,96,96,15,22,11.32,68.69
2020-08-15 20:00:00,16.9,20,63.7,9.7,27.5,96,95.5,15,22,8.67,20.77
2020-08-15 21:00:00,16.8,19.8,72.9,6.2,25,90.7,55.7,15,22,5.47,0.25
2020-08-15 22:00:00,16.9,19.9,76.3,5.3,24.4,62.6,11.2,15,22,4.6,0
2020-08-15 23:00:00,17.7,20.6,79.6,4.5,24.3,34.8,4.3,15,22,3.8,0
2020-08-16 00:00:00,17.9,20.8,83,3.7,23.8,58.1,0,15,22,2.92,0
2020-08-16 01:00:00,17.6,20.4,84.3,3.3,23.2,43.9,0,15,22,2.5,0
2020-08-16 02:00:00,17.2,20.1,85,3,22.8,31.7,0,15,22,2.19,0
2020-08-16 03:00:00,16.9,19.7,85.4,2.9,22.3,19.8,0,15,22,2.09,0
2020-08-16 04:00:00,16.7,19.6,86,2.7,22,5.2,0,15,22.1,1.99,0
2020-08-16 05:00:00,16.8,19.6,87.5,2.4,21.8,5,0,15.4,22,1.55,0
2020-08-16 06:00:00,17,19.8,88.1,2.3,21.9,5,0,16.4,22,1.42,3.77
2020-08-16 07:00:00,18.1,20.9,88.3,2.4,22.9,18.5,0,17,22,1.73,35.85
2020-08-16 08:00:00,19,21.9,79.1,5.1,25.8,75.8,9.8,17,22,4.22,69.05
2020-08-16 09:00:00,19.3,22.3,69.7,8.5,28.4,96,67.2,17,22,7.68,122.55
2020-08-16 10:00:00,19.2,22.2,62.4,11.6,30.2,96,96,17,22,10.49,84.99
2020-08-16 11:00:00,18.6,21.8,58.4,13.2,30.9,96,96,17.9,22,13.55,47.56
2020-08-16 12:00:00,19.7,22.8,56,15.5,32.8,96,96,18,22,16,59.07
2020-08-16 13:00:00,20.7,23.7,55.3,16.8,34,96,96,18,22,16.89,63.63
2020-08-16 14:00:00,21.2,24.2,52.9,18.9,35.2,96,96,18,22,18.88,61.68
2020-08-16 15:00:00,20.6,23.7,52.3,18.8,34.9,96,96,18,22,18.45,52.45
2020-08-16 16:00:00,20,23.2,53.5,17.4,34,96,96,17.2,22,17.07,71.89
2020-08-16 17:00:00,19.4,22.6,54.5,16.2,33,96,96,15.4,22,15.31,130.1
2020-08-16 18:00:00,18.3,21.5,60.2,12.1,30,96,96,15,22,11.33,38.34
2020-08-16 19:00:00,16.4,19.4,65,8.8,26.5,89.5,62.7,15,22,7.86,5.13
2020-08-16 20:00:00,15.6,18.5,78.8,4.2,22.4,3.8,0,15,22,3.09,0.43
2020-08-16 21:00:00,16.3,19.1,84.7,2.9,21.8,5,0,15,22,2.12,0
2020-08-16 22:00:00,16.3,19.1,85.1,2.8,21.7,5.2,0,15,22,2.04,0
2020-08-16 23:00:00,16.7,19.5,85.9,2.7,22,5.4,0,15,22,2.11,0
2020-08-17 00:00:00,16.4,19.2,85.6,2.8,21.8,5,0,15,22,1.98,0
2020-08-17 01:00:00,16.3,19.1,85.8,2.7,21.6,5,0,15,22,2.04,0
2020-08-17 02:00:00,16.3,19.2,86.3,2.6,21.6,5,0,15,22,1.97,0
2020-08-17 03:00:00,15.9,18.7,85.8,2.6,21.1,5,0,15,22,2,0
2020-08-17 04:00:00,15.6,18.4,85.7,2.6,20.9,5,0,15,22.2,1.89,0
2020-08-17 05:00:00,15.4,18.1,87.3,2.2,20.3,5,0,15.4,22,1.55,0
2020-08-17 06:00:00,15.6,18.4,88.2,2.1,20.4,5,0,16.4,22,1.42,3.38
2020-08-17 07:00:00,16.6,19.4,88.1,2.2,21.5,5,0,17,22,1.44,26.52
2020-08-17 08:00:00,18.1,20.9,86.1,2.9,23.4,15.1,0,17,22,1.88,41.19
2020-08-17 09:00:00,18.5,21.4,79,4.9,25.3,57.6,0,17,22,3.62,72.5
2020-08-17 10:00:00,18.3,21.3,72.9,6.8,26.6,90,13.8,17,22,5.78,112.31
2020-08-17 11:00:00,18.2,21.3,63.3,10.6,29.1,96,78.7,17.9,22,10.32,122.88
2020-08-17 12:00:00,18.6,21.7,60.4,12.2,30.3,96,96,18,22,12.01,94.28
2020-08-17 13:00:00,17.8,21,58,12.9,30.2,96,96,18,22,13.35,45.82
2020-08-17 14:00:00,18.7,21.9,55.7,14.9,31.9,96,96,18,22,15.22,91.56
2020-08-17 15:00:00,16.7,19.8,59.4,11.8,28.6,78.8,69.4,18,22,10.57,27.35
2020-08-17 16:00:00,16.8,19.8,67.7,8.3,26.4,49.7,29.8,17.2,22,7.22,117.76
2020-08-17 17:00:00,15.9,19,59.8,10.7,27.5,95.8,84.6,15.4,22,10.46,44.26
2020-08-17 18:00:00,15.4,18.4,72.9,5.8,23.5,19.6,0.3,15,22,4.83,54.17
2020-08-17 19:00:00,15.8,18.9,66.9,7.8,25.5,60.8,0,15,22,7.3,69.94
2020-08-17 20:00:00,14.8,17.7,72,5.8,23.1,47.3,0,15,22,5.38,15.28
2020-08-17 21:00:00,14.8,17.6,79.6,3.8,21.2,1.7,0,15,22,3.28,0.28
2020-08-17 22:00:00,15.3,18.1,83.1,3.1,21,3.7,0,15,22,2.71,0
2020-08-17 23:00:00,15.4,18.2,83.5,3,21.1,3,0,15,22,2.75,0
2020-08-18 00:00:00,15.3,18.1,83.8,3,21,3.8,0,15,22,2.56,0
2020-08-18 01:00:00,15.1,17.9,83.5,3,20.8,4.3,0,15,22,2.43,0
2020-08-18 02:00:00,15,17.8,84.3,2.8,20.5,5,0,15,22,2.29,0
2020-08-18 03:00:00,14.8,17.6,84.4,2.7,20.3,5,0,15,22,2.22,0
2020-08-18 04:00:00,14.6,17.3,84.6,2.7,20,5,0,15,22.1,2.09,0
2020-08-18 05:00:00,14.4,17,86,2.3,19.4,5,0,15.4,22,1.67,0
2020-08-18 06:00:00,14.2,16.8,87,2.1,19.1,5,0,16.4,22,1.52,4.6
2020-08-18 07:00:00,15,17.7,86.4,2.4,20.1,5,0,17,22,1.73,41.52
2020-08-18 08:00:00,16.8,19.6,83.4,3.4,22.6,10.2,0,17,22,2.67,119.74
2020-08-18 09:00:00,17.4,20.5,69.4,7.7,26.5,64.6,0,17,22,6.38,203.53
2020-08-18 10:00:00,16.3,19.4,67,8.1,26,74.9,5.5,17,22,6.65,149.12
2020-08-18 11:00:00,16.3,19.4,67.9,7.9,25.8,75.5,32.9,17.9,22,8.76,193.09
2020-08-18 12:00:00,16.4,19.5,61.9,10.1,27.5,96,81.1,18,22,11.07,112.92
2020-08-18 13:00:00,15.7,18.9,60.4,10.3,27.2,96,77.8,18,22,11.62,74.55
2020-08-18 14:00:00,16.1,19.3,57.2,12.1,28.7,96,73.2,18,22,13.89,112.1
2020-08-18 15:00:00,15.8,19,57.2,11.8,28.3,96,74.9,18,22,12.69,84.88
2020-08-18 16:00:00,15.4,18.6,57.1,11.6,27.8,96,73.7,17.2,22,12.04,69.72
2020-08-18 17:00:00,15.1,18.2,58.8,10.6,27,96,66.7,15.4,22,11.19,61.58
2020-08-18 18:00:00,15,18.2,54.2,12.9,28.4,96,52,15,22,10.89,58.6
2020-08-18 19:00:00,13.7,16.6,59,9.6,25.2,76.5,4,15,22,9.05,84.89
2020-08-18 20:00:00,13.4,16.1,67.7,6.4,22.4,17.7,0,15,22,6.4,19.98
2020-08-18 21:00:00,14.4,17.2,77.1,4.3,21.3,0.5,0,15,22,3.78,0.38
2020-08-18 22:00:00,14.8,17.6,81.6,3.4,20.9,2.3,0,15,22,2.84,0
2020-08-18 23:00:00,14.9,17.6,82.2,3.2,20.8,3.3,0,15,22,2.63,0
2020-08-19 00:00:00,14.7,17.5,83.1,3,20.5,4.8,0,15,22,2.38,0
2020-08-19 01:00:00,14.7,17.4,84.1,2.8,20.2,5,0,15,22,2.24,0
2020-08-19 02:00:00,14.7,17.4,85,2.6,20,5,0,15,22,2.12,0
2020-08-19 03:00:00,14.8,17.5,86.5,2.3,19.8,5,0,15,22,2.09,0
2020-08-19 04:00:00,14.6,17.3,86.5,2.3,19.6,5,0,15,22.1,1.96,0
2020-08-19 05:00:00,14.2,16.8,87.1,2.1,19,5,0,15.4,22,1.58,0
2020-08-19 06:00:00,13.9,16.5,86.9,2.1,18.7,5,0,16.4,22,1.6,5.8
2020-08-19 07:00:00,14.7,17.4,85.8,2.4,19.8,4.9,0,17,22,2.15,42.75
2020-08-19 08:00:00,17.3,20.2,78.6,4.9,24.2,25.8,0,17,22,4.38,145.49
2020-08-19 09:00:00,17.4,20.6,60.2,11.5,29.1,87.7,24.7,17,22,8.95,270.46
2020-08-19 10:00:00,17.5,20.8,56.2,13.7,30.5,96,87.1,17,22,12,97.24
2020-08-19 11:00:00,17.4,20.7,55.4,14,30.6,96,96,17.9,22,14.87,76.91
2020-08-19 12:00:00,17.3,20.7,53.2,15.2,31.3,96,96,18,22,16.71,77.89
2020-08-19 13:00:00,17.2,20.6,51,16.6,32,96,96,18,22,18.51,85.4
2020-08-19 14:00:00,17.4,20.8,49.7,17.6,32.7,96,93.1,18,22,19.72,88.49
2020-08-19 15:00:00,17.1,20.4,49.7,17.3,32.3,96,96,18,22,19.69,74.05
2020-08-19 16:00:00,16.9,20.3,50.9,16.3,31.7,96,96,17.2,22,18.02,88.38
2020-08-19 17:00:00,16.8,20.2,51.4,15.9,31.4,96,96,15.4,22,16.23,147.35
2020-08-19 18:00:00,16,19.2,52.7,14.4,30,96,96,15,22,14.09,115.92
2020-08-19 19:00:00,14.9,18,56.8,11.3,27.3,96,96,15,22,11.88,47.28
2020-08-19 20:00:00,14.6,17.6,63.7,8.4,25,60.3,48.9,15,22,8.69,8.14
2020-08-19 21:00:00,15.4,18.3,75.7,4.9,22.8,12.8,0.1,15,22,4.42,0.12
2020-08-19 22:00:00,15.7,18.6,79.7,4,22.3,13,0,15,22,3.69,0
2020-08-19 23:00:00,15.7,18.6,79.9,4,22.3,10.5,0,15,22,3.68,0
2020-08-20 00:00:00,15.6,18.5,80.8,3.7,21.9,4.9,0,15,22,3.33,0
2020-08-20 01:00:00,15.7,18.5,81.7,3.5,21.8,2,0,15,22,3.02,0
2020-08-20 02:00:00,15.7,18.6,82.1,3.4,21.8,3.4,0,15,22,2.83,0
2020-08-20 03:00:00,15.8,18.6,82.4,3.4,21.8,3,0,15,22,2.83,0
2020-08-20 04:00:00,15.8,18.6,83.7,3.1,21.5,3.8,0,15,22.2,2.52,0
2020-08-20 05:00:00,15.7,18.5,86.1,2.5,20.9,5,0,15.4,22,1.92,0
2020-08-20 06:00:00,15.8,18.6,87.1,2.3,20.8,5,0,16.4,22,1.86,2.27
2020-08-20 07:00:00,16.5,19.3,87,2.5,21.5,5,0,17,22,1.97,57.27
2020-08-20 08:00:00,17.6,20.5,82.4,3.8,23.7,16.8,0,17,22,3.21,110.83
2020-08-20 09:00:00,17.9,20.9,75.4,5.9,25.6,72.2,12.9,17,22,5.12,170.89
2020-08-20 10:00:00,17.7,20.7,76.9,5.4,25,88,7.3,17,22,5.04,204.08
2020-08-20 11:00:00,19.3,22.3,68.9,8.8,28.6,72.8,49.1,17.9,22,8.46,289.3
2020-08-20 12:00:00,18.9,21.9,67.5,9.1,28.5,90.4,65.4,18,22,8.5,279.87
2020-08-20 13:00:00,19,22,66.4,9.6,28.9,96,95,18,22,9.1,286.11
2020-08-20 14:00:00,19,22.1,64.1,10.7,29.6,96,96,18,22,11.79,192.08
2020-08-20 15:00:00,19.7,22.7,60.9,12.6,31.2,96,96,18,22,14.36,90.41
2020-08-20 16:00:00,21.2,24.1,55.2,17.4,34.4,96,96,17.2,22,17.34,83.59
2020-08-20 17:00:00,21.8,24.8,48.4,23.6,37.6,96,96,15.4,22,16.49,126.61
2020-08-20 18:00:00,20.4,23.5,51.5,19.3,35,96,96,15,22,16.37,277.49
2020-08-20 19:00:00,18.4,21.5,59.9,12.3,30.2,96,96,15,22,12.38,97.6
2020-08-20 20:00:00,17.3,20.4,66.8,8.6,27.1,96,96,16.4,22,9.17,11.66
2020-08-20 21:00:00,17.3,20.3,70.9,7.1,26,96,96,17,22,7.71,0.16
2020-08-20 22:00:00,17.3,20.3,73.3,6.3,25.4,96,85.4,17,22,6.52,0
2020-08-20 23:00:00,17.4,20.4,75.2,5.7,25.1,44.8,26.3,17,22,5.62,0
2020-08-21 00:00:00,17.7,20.6,80.7,4.2,24.1,36,0,17,22,3.71,0
2020-08-21 01:00:00,17.4,20.3,83.2,3.5,23.4,45,0,17,22,2.98,0
2020-08-21 02:00:00,17.4,20.3,84.2,3.3,23.1,40.5,0,17,22,2.7,0
2020-08-21 03:00:00,17,19.9,83.2,3.4,22.9,36.1,0,17,22,2.92,0
2020-08-21 04:00:00,15.8,18.7,77.4,4.6,22.8,32.2,0,17,22.3,4.65,0
2020-08-21 05:00:00,14.7,17.6,71.4,5.9,23,32.2,0,17,22,6.67,0
2020-08-21 06:00:00,14.4,17.3,69.1,6.5,23.3,39.5,0,17,22,7.39,2.12
2020-08-21 07:00:00,14.5,17.4,69.5,6.4,23.3,48.8,0,17,22,7.33,16.5
2020-08-21 08:00:00,14.9,17.9,69.9,6.4,23.7,74.3,4.8,17,22,7.46,46.45
2020-08-21 09:00:00,16.6,19.6,69.9,7.2,25.5,95,36.8,17,22,8.5,243.3
2020-08-21 10:00:00,20.5,23.6,55.3,16.7,33.8,95.5,95.8,17,22,12.52,72.23
2020-08-21 11:00:00,19.2,22.4,55.1,15.7,32.6,96,96,17.9,22,16.61,105.95
2020-08-21 12:00:00,18,21.3,53.3,15.7,32,96,73.4,18,22,18.35,124.8
2020-08-21 13:00:00,17.6,20.9,54.7,14.6,31.1,96,58.8,18,22,16.53,126.11
2020-08-21 14:00:00,16.9,20.2,54,14.4,30.6,96,44.5,18,22,16.35,127.89
2020-08-21 15:00:00,16.4,19.7,55.3,13.3,29.6,96,43.8,18,22,14.94,104.98
2020-08-21 16:00:00,16.1,19.3,55.7,12.8,29.1,96,47.5,17.4,22,14.27,84.52
2020-08-21 17:00:00,15.6,18.8,55.8,12.5,28.5,96,48.4,17,22,12.08,60.33
2020-08-21 18:00:00,15.4,18.7,51.5,14.7,29.8,96,57.8,17,22,11.92,87.77
2020-08-21 19:00:00,13.9,16.8,59.8,9.4,25.2,93.8,30.8,17,22,9.7,92.21
2020-08-21 20:00:00,12.9,15.5,63.4,7.5,22.8,60.3,0,17,22,8.5,20.28
2020-08-21 21:00:00,12.9,15.4,67.9,6.1,21.6,13,0,17,22,6.71,0.22
2020-08-21 22:00:00,13.9,16.7,73.1,5.1,21.7,0.6,0,17,22,5.36,0
2020-08-21 23:00:00,14.6,17.4,75.5,4.7,21.9,4.3,0,17,22,4.86,0
2020-08-22 00:00:00,14.8,17.6,76.8,4.5,21.8,1.3,0,17,22,4.47,0
2020-08-22 01:00:00,15,17.8,78.5,4.1,21.7,0,0,17,22,4.02,0
2020-08-22 02:00:00,15.1,17.9,79.4,3.9,21.6,0.3,0,17,22,3.69,0
2020-08-22 03:00:00,15.1,17.9,79.8,3.8,21.6,1,0,17,22,3.58,0
2020-08-22 04:00:00,15,17.8,80.6,3.6,21.3,1.1,0,17,22.3,3.36,0
2020-08-22 05:00:00,14.6,17.3,82.7,3.1,20.3,2.6,0,17,22,2.66,0
2020-08-22 06:00:00,14.3,17,83.2,2.9,19.9,2.8,0,17,22,2.84,2.75
2020-08-22 07:00:00,14.4,17.1,81.3,3.3,20.4,1.9,0,17,22,3.26,41.66
2020-08-22 08:00:00,15.2,18.1,71.1,6.2,23.7,9.2,0,17,22,5.65,112.25
2020-08-22 09:00:00,15.6,18.5,74.7,5.3,23.2,4.8,0,17,22,4.36,160.94
2020-08-22 10:00:00,16.3,19.3,73.5,5.9,24.4,13.2,0,17,22,4.71,203.39
2020-08-22 11:00:00,17.1,20.2,71.2,7,25.8,15.1,0.6,17.8,22,5.3,328.51
2020-08-22 12:00:00,16.6,19.6,67.3,8.2,26.2,47.3,7.9,18,22,7.27,183.45
2020-08-22 13:00:00,17.4,20.4,68.6,8,26.7,18.8,4.9,18,22,6.57,240.1
2020-08-22 14:00:00,16.5,19.5,63,9.7,27.2,50,8.2,18,22,8.87,217.47
2020-08-22 15:00:00,15.2,18.3,61.9,9.3,26.1,96,29.5,18,22,10.84,90.09
2020-08-22 16:00:00,14.9,18,60.8,9.7,26.2,84.5,2.1,17.4,22,9.42,201.76
2020-08-22 17:00:00,15.2,18.4,55.7,12.1,28.1,85.2,0,17,22,9.91,148.86
2020-08-22 18:00:00,14.5,17.5,58.1,10.6,26.5,65.2,0,17,22,8.8,189.65
2020-08-22 19:00:00,12.8,15.4,62,7.9,23.1,18.8,0,17,22,7.94,86.55
2020-08-22 20:00:00,13.1,15.7,68.5,6.1,21.8,1.1,0,17,22,6.42,18.84
2020-08-22 21:00:00,13.5,16.1,75.4,4.4,20.6,0,0,17,22,4.46,0.16
2020-08-22 22:00:00,13.8,16.4,78.1,3.9,20.4,0,0,17,22,3.8,0
2020-08-22 23:00:00,14.2,16.9,78.7,3.8,20.7,0,0,17,22,3.85,0
2020-08-23 00:00:00,14.3,17,79.5,3.7,20.7,0,0,17,22,3.6,0
2020-08-23 01:00:00,14.4,17.1,80.1,3.6,20.7,0.5,0,17,22,3.47,0
2020-08-23 02:00:00,14.5,17.2,80.8,3.4,20.6,1,0,17,22,3.27,0
2020-08-23 03:00:00,14.4,17.1,81.9,3.2,20.3,1.5,0,17,22,2.97,0
2020-08-23 04:00:00,14.2,16.9,82.8,3,19.9,2.3,0,17,22.2,2.69,0
2020-08-23 05:00:00,13.4,15.9,83.9,2.6,18.7,4,0,17,22,2.13,0
2020-08-23 06:00:00,13,15.4,85,2.3,17.9,5,0,17,22,1.96,4.06
2020-08-23 07:00:00,13.3,15.8,84.9,2.4,18.4,4.4,0,17,22,2.02,32.11
2020-08-23 08:00:00,14.3,16.9,83,2.9,19.9,4.4,0,17,22,2.26,102.06
2020-08-23 09:00:00,16,18.9,77.1,4.7,23.1,2.5,0,17,22,3.48,173.45
2020-08-23 10:00:00,17.1,20.3,65.1,9.6,27.5,37.1,0,17,22,7.03,177.72
2020-08-23 11:00:00,15.4,18.5,61.4,9.7,26.6,39.3,0.1,17.8,22,8.61,297.38
2020-08-23 12:00:00,15.4,18.5,61.1,9.9,26.6,54.4,0,18,22,8.87,189.71
2020-08-23 13:00:00,15,18.1,60.3,9.9,26.4,49,0,18,22,8.86,201.69
2020-08-23 14:00:00,14.9,17.9,58.6,10.6,26.7,79.7,8.8,18,22,10.18,229.01
2020-08-23 15:00:00,14.1,17,58.7,9.9,25.8,62.2,4.1,18,22,9.79,204.25
2020-08-23 16:00:00,14.6,17.7,54.3,12.3,27.7,69.4,1.5,17.4,22,10.75,97.52
2020-08-23 17:00:00,14.7,17.8,54.9,12.2,27.7,54.3,0,17,22,9.71,324.21
2020-08-23 18:00:00,14.9,18.1,53.3,13.2,28.5,60.7,0,17,22,9.81,134.34
2020-08-23 19:00:00,13.1,15.8,61.9,8.2,23.6,18.6,0,17,22,7.52,51.67
2020-08-23 20:00:00,13.5,16.2,70.9,5.6,21.7,0.9,0,17,22,5.72,11.1
2020-08-23 21:00:00,13.7,16.4,75.6,4.4,20.8,0,0,17,22,4.43,0.06
2020-08-23 22:00:00,13.7,16.3,79.5,3.5,20,0.6,0,17,22,3.24,0
2020-08-23 23:00:00,13.7,16.3,79.8,3.5,19.9,0.7,0,17,22,3.33,0
2020-08-24 00:00:00,13.7,16.3,80.4,3.3,19.8,1,0,17,22,3.18,0
2020-08-24 01:00:00,13.8,16.4,81.4,3.2,19.7,1,0,17,22,2.98,0
2020-08-24 02:00:00,13.9,16.5,82.3,3,19.6,1.8,0,17,22,2.8,0
2020-08-24 03:00:00,13.9,16.5,83,2.8,19.5,2.9,0,17,22,2.62,0
2020-08-24 04:00:00,13.7,16.3,83.8,2.7,19.1,3.6,0,17,22.2,2.25,0
2020-08-24 05:00:00,13.5,16,86,2.2,18.4,5,0,17,22,1.73,0
2020-08-24 06:00:00,13.6,16.1,86.4,2.1,18.5,5,0,17,22,1.8,1.48
2020-08-24 07:00:00,14.7,17.3,87.3,2.1,19.5,5,0,17,22,1.98,33.08
2020-08-24 08:00:00,16.3,19.2,83.2,3.3,22.2,4.4,0,17,22,2.6,110.24
2020-08-24 09:00:00,16.2,19.3,67.2,8,25.9,24.1,0,17,22,6.86,284.24
2020-08-24 10:00:00,14.6,17.7,55.8,11.6,27.3,39,0,17,22,8.99,160.28
2020-08-24 11:00:00,13.8,16.8,54.9,11.4,26.6,36.3,0,17.8,22,8.99,243.55
2020-08-24 12:00:00,14.2,17.3,51.5,13.4,28.2,61.6,0,18,22,10.21,88.75
